category,CodedMonth,Month,Year,DateOccur,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,latitude,longitude,id
2,2017-03,3,2017,3/19/17 12:00,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",615,S 8TH ST,35, ,ON PARKING LOT, , ,38.62185761,-90.19501289,1183
2,2017-03,3,2017,3/19/17 12:45,64701,4,"LARCENY-FROM MTR VEH UNDER $500",3117,OLIVE ST,37, , ,3117,OLIVE,38.63573988,-90.22445835,1184
2,2017-03,3,2017,3/19/17 13:00,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",0,N 11TH ST / ST CHARLES ST,35, , , , ,38.63096318,-90.19505344,1185
6,2017-03,3,2017,3/19/17 13:00,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4010,PECK ST,67, , ,4040,PECK,38.6630288,-90.21418681,1186
2,2017-03,3,2017,3/19/17 13:20,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",0,N GARRISON AVE / OLIVE ST,37, , , , ,38.63479509,-90.22205372,1187
2,2017-03,3,2017,3/19/17 13:50,67601,6,"LARCENY-FROM BUILDING $500 - $24,999",4145,N GRAND BLVD,67,99+ STORE, ,4145,GRAND,38.66636617,-90.21351544,1188
6,2017-03,3,2017,3/19/17 14:11,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3740,GRANDEL SQ,77, , ,3740,GRANDEL,38.64202357,-90.2344047,1189
3,2017-03,3,2017,3/19/17 15:00,91113,6,"SIMPLE ASSAULT-ADULT/NO INJURY",4300,N NEWSTEAD AVE,68, ,INTERSECTION, , ,38.6767772,-90.23143056,1190
3,2017-03,3,2017,3/19/17 15:00,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",1500,N BROADWAY,64, ,STREET, , ,38.6397358,-90.18549852,1191
2,2017-03,3,2017,3/19/17 15:15,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",3611,CONNECTICUT ST,25, , ,3611,CONNECTICUT,38.60020463,-90.24243591,1192
2,2017-03,3,2017,3/19/17 15:30,64701,6,"LARCENY-FROM MTR VEH UNDER $500",3800,N NEWSTEAD AVE,68, , ,3800,NEWSTEAD,38.67058965,-90.23579866,1193
3,2017-03,3,2017,3/19/17 15:30,44016,3,"ASSLT-AGGRV-HND/FST/FT-3RD-ADUL-DOMESTIC",3425,OHIO AVE,19, , ,3425,OHIO,38.59299727,-90.22818467,1194
2,2017-03,3,2017,3/19/17 15:35,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",2833,OSAGE ST,16, , ,3931,OREGON,38.58352495,-90.23346934,1195
3,2017-03,3,2017,3/19/17 15:45,41013,3,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE",1926,OREGON AVE,24, ,REAR OF RESIDENCE,1926,OREGON,38.61280897,-90.22692174,1196
6,2017-03,3,2017,3/19/17 16:00,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4240,W MARGARETTA AVE,68, , ,4240,MARGARETTA,38.67095824,-90.2324558,1197
3,2017-03,3,2017,3/19/17 16:30,43013,2,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE",4126,OLEATHA AVE,15, , , , ,38.59398983,-90.25750716,1198
2,2017-03,3,2017,3/19/17 17:00,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",4424,S SPRING AVE,16, , ,4424,SPRING,38.58049191,-90.25149852,1199
3,2017-03,3,2017,3/19/17 17:30,43011,6,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 1ST DEGREE",4400,W FLORISSANT AVE,69,OFALLON PARK, , , ,38.6810163,-90.2252783,1200
2,2017-03,3,2017,3/19/17 18:00,51212,6,"BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED",4873,SAN FRANCISCO AVE,69, , ,4873,SAN FRANCISCO,38.67651501,-90.24684183,1201
3,2017-03,3,2017,3/19/17 18:00,91113,4,"SIMPLE ASSAULT-ADULT/NO INJURY",1243,S 14TH ST,59, , ,919,JEFFERSON,38.61669126,-90.20523162,1202
2,2017-03,3,2017,3/19/17 18:00,51112,6,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",4407,ANDERSON AVE,69, , ,4407,ANDERSON,38.6769425,-90.23166919,1203
2,2017-03,3,2017,3/19/17 18:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5126,CATES AVE,51, , ,5126,CATES,38.65524162,-90.26758612,1204
2,2017-03,3,2017,3/19/17 18:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5162,CATES AVE,51, , ,5162,CATES,38.65535655,-90.26877043,1205
2,2017-03,3,2017,3/19/17 19:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5112,RAYMOND AVE,51, , ,5100,RAYMOND,38.65720603,-90.2667484,1206
2,2017-03,3,2017,3/19/17 19:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5128,CABANNE AVE,51, , ,5128,CABANNE,38.65632593,-90.26742292,1207
6,2017-03,3,2017,3/19/17 19:10,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3501,S GRAND BLVD,15,TACO BELL, ,3501,GRAND,38.59357952,-90.24406591,1208
3,2017-03,3,2017,3/19/17 19:15,41011,4,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",900,N COMPTON AVE,59, , ,3222,BELL,38.6401763,-90.22404083,1209
2,2017-03,3,2017,3/19/17 19:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5111,CABANNE AVE,51, , ,5111,CABANNE,38.65681072,-90.26680186,1210
6,2017-03,3,2017,3/19/17 20:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4035,OREGON AVE,16, , ,4035,OREGON,38.58222987,-90.23391001,1211
5,2017-03,3,2017,3/19/17 20:00,115200,3,"FRAUD-STEALING BY DECEIT/UNDER $150",2817,CHEROKEE ST,19,TAQUERIA EL BRONCO,TAQUERIA EL BRONCO,2817,CHEROKEE,38.59417821,-90.23063923,1212
2,2017-03,3,2017,3/19/17 20:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",2614,S JEFFERSON AVE,22, , ,2614,JEFFERSON,38.60455835,-90.22263161,1213
2,2017-03,3,2017,3/19/17 20:40,71030,6,"AUTO THEFT-PERM RETNT/JOY RIDE",0,DAVISON AVE / THEODORE AVE,72, , , , ,38.69487638,-90.24919089,1214
3,2017-03,3,2017,3/19/17 20:45,41011,1,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",0,GRAVOIS AVE / RIVER DES PERES,4, , , , ,38.56322133,-90.29584199,1215
6,2017-03,3,2017,3/19/17 21:00,142320,3,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1400,N 9TH ST,21, , , , ,38.63907208,-90.18991102,1216
2,2017-03,3,2017,3/19/17 21:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",1080,RIVERVIEW BLVD,74, , ,1080,RIVERVIEW,38.7224815,-90.23582221,1217
2,2017-03,3,2017,3/19/17 21:00,67701,5,"LARCENY-FROM BUILDING UNDER $500",6235,DELMAR BLVD,48,MISSION TACO, ,5235,DELMAR,38.65583542,-90.30069249,1218
2,2017-03,3,2017,3/19/17 21:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",5721,PARK LN,73, , ,5721,PARK,38.70961752,-90.25104935,1219
6,2017-03,3,2017,3/19/17 21:10,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4322,MICHIGAN AVE,17, , ,4322,MICHIGAN,38.57765696,-90.23886899,1220
6,2017-03,3,2017,3/19/17 21:15,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",0,N 9TH ST / CASS AVE,62, , , , ,38.64016943,-90.18952957,1221
2,2017-03,3,2017,3/19/17 22:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5050,KENSINGTON AVE,51, , ,5050,KENSINGTON,38.65375934,-90.26508958,1222
2,2017-03,3,2017,3/19/17 22:00,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",5325,WHERRY AVE,7, , ,5325,WHERRY,38.58260805,-90.29181301,1223
2,2017-03,3,2017,3/19/17 22:40,64701,2,"LARCENY-FROM MTR VEH UNDER $500",3200,OAK HILL AVE,15, , ,3200,OAK HILL,38.60030694,-90.2555708,1224
1,2017-03,3,2017,3/19/17 22:50,10000,4,"HOMICIDE",401,S 8TH ST,35,BUSCH STADIUM METROLINK PLATFORM, ,400,8TH,38.62325378,-90.19443538,1225
2,2017-03,3,2017,3/20/17 0:15,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5021,ENRIGHT AVE,51, , ,5021,ENRIGHT,38.65314498,-90.26408518,1226
2,2017-03,3,2017,3/20/17 1:15,72113,6,"AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR",4131,CLAY AVE,68, ,A TP 1S,4131,CLAYTON,38.67024759,-90.22324453,1227
2,2017-03,3,2017,3/20/17 1:30,31111,6,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",6020,N BROADWAY,79,MOBILE GAS STATION, , , ,38.68443265,-90.21740458,1228
2,2017-03,3,2017,3/20/17 1:40,64701,1,"LARCENY-FROM MTR VEH UNDER $500",4600,TENNESSEE AVE,16, , ,4646,TENNESSEE,38.57596834,-90.2461681,1229
2,2017-03,3,2017,3/20/17 2:00,69702,1,"LARCENY-ALL OTHER UNDER $500",8424,REILLY AVE,2, ,@GATEWAY WATERPROOFING,8424,REILLY,38.5390933,-90.26190663,1230
2,2017-03,3,2017,3/20/17 3:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5041,CABANNE AVE,51, , ,5041,CABANNE,38.65654471,-90.26423091,1231
2,2017-03,3,2017,3/20/17 5:30,71013,1,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3136,MOUNT PLEASANT ST,17, , ,3136,MOUNT PLEASANT,38.57289164,-90.24059249,1232
2,2017-03,3,2017,3/20/17 7:00,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",6105,DELMAR BLVD,48, ,CONSTRUCTION SITE,6105,DELMAR,38.6555155,-90.29668898,1233
2,2017-03,3,2017,3/20/17 7:30,65701,1,"LARCENY-MTR VEH PARTS UNDER $500",928,BELLERIVE BLVD,1, , ,928,BELLERIVE,38.5658466,-90.25249749,1234
2,2017-03,3,2017,3/20/17 8:00,64701,1,"LARCENY-FROM MTR VEH UNDER $500",6615,PENNSYLVANIA AVE,1, , ,6615,PENNSYLVANIA,38.55526488,-90.25060029,1235
2,2017-03,3,2017,3/20/17 8:00,51112,5,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",5581,CABANNE AVE,48, , ,5581,CABANNE,38.65878261,-90.28118148,1236
2,2017-03,3,2017,3/20/17 9:00,69702,2,"LARCENY-ALL OTHER UNDER $500",6,NAGEL AVE,8, , ,6,NAGEL,38.57325857,-90.29581884,1237
2,2017-03,3,2017,3/20/17 9:30,67701,4,"LARCENY-FROM BUILDING UNDER $500",3739,PAGE BLVD,77,PLAYTIME ACADEMY, ,3739,PAGE,38.6476742,-90.23060258,1238
2,2017-03,3,2017,3/20/17 9:39,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",1820,PESTALOZZI ST,22, , ,1815,ARSENAL,38.59910779,-90.21581074,1239
2,2017-03,3,2017,3/20/17 10:00,69602,2,"LARCENY-ALL OTHER $500 - $24,999",1420,TAMM AVE,42,THE CAKERY, ,1420,TAMM,38.62477711,-90.29322011,1240
2,2017-03,3,2017,3/20/17 10:00,65701,3,"LARCENY-MTR VEH PARTS UNDER $500",2743,GRAVOIS AVE,24, , ,2743,GRAVOIS,38.60329557,-90.22745366,1241
6,2017-03,3,2017,3/20/17 10:00,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",819,N GARRISON AVE,59, , ,819,GARRISON,38.63916082,-90.22078627,1242
2,2017-03,3,2017,3/20/17 10:30,67701,2,"LARCENY-FROM BUILDING UNDER $500",2111,SULPHUR AVE,11,DRURY INN,DRURY INN,2111,SULPHUR,38.6173897,-90.28812849,1243
5,2017-03,3,2017,3/20/17 10:39,112010,2,"FRAUD-CREDIT DEVICE/OVER $150",5433,WILSON AVE,12, , ,5433,WILSON,38.61664183,-90.27869893,1244
2,2017-03,3,2017,3/20/17 11:00,51112,5,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",5187,MAPLE AVE,51, , ,5187,MAPLE,38.6598298,-90.26885235,1245
3,2017-03,3,2017,3/20/17 11:25,43013,5,"AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 3RD DEGREE",2505,HODIAMONT AVE,50, , , , ,38.67853771,-90.2832361,1246
2,2017-03,3,2017,3/20/17 12:00,51312,1,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",705,WILMINGTON AVE,1, , ,705,WILMINGTON,38.56330511,-90.25089461,1247
2,2017-03,3,2017,3/20/17 12:00,65701,2,"LARCENY-MTR VEH PARTS UNDER $500",6438,LANSDOWNE AVE,8, , ,5438,LANSDOWNE,38.59027825,-90.30175588,1248
2,2017-03,3,2017,3/20/17 12:00,51312,5,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",5607,LOTUS AVE,50, , ,5607,LOTUS,38.67264087,-90.27379587,1249
2,2017-03,3,2017,3/20/17 12:00,67501,2,"LARCENY-FROM BUILDING OVER $25,000",6456,WESTWAY RD,8, , ,6454,WESTWAY,38.5797866,-90.30374057,1250
2,2017-03,3,2017,3/20/17 12:30,51112,5,"BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED",5914,RIDGE AVE,78, ,1ST FLR,5914,HAMILTON,38.67115703,-90.28488499,1251
2,2017-03,3,2017,3/20/17 13:00,71030,6,"AUTO THEFT-PERM RETNT/JOY RIDE",5001,N KINGSHIGHWAY BLVD,71, , ,5001,KINGSHIGHWAY,38.68710967,-90.24477287,1252
6,2017-03,3,2017,3/20/17 13:11,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3127,CLAY AVE,56, , ,3127,CLAY,38.66252057,-90.22908585,1253
3,2017-03,3,2017,3/20/17 14:00,91114,2,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7000,NOTTINGHAM PL,9, , ,7000,NOTTINGHAM,38.58903638,-90.3164711,1254
2,2017-03,3,2017,3/20/17 14:45,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",600,S EUCLID AVE,38,WASH U SCH OF MED, ,600,EUCLID,38.63477224,-90.26281298,1255
7,2017-03,3,2017,3/20/17 15:12,151110,4,"WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION",4249,BLAIR AVE,65, , ,4249,BLAIR,38.66760124,-90.2044493,1256
2,2017-03,3,2017,3/20/17 15:30,67701,3,"LARCENY-FROM BUILDING UNDER $500",3160,S COMPTON AVE,25, , ,3160,COMPTON,38.59968392,-90.23550558,1257
6,2017-03,3,2017,3/20/17 16:00,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6001,MARQUETTE AVE,9,SOUTH HAMPTON FACLITY,SOUTH HAMPTON FACILITY,6001,MARQUETTE,38.5995025,-90.29261521,1258
2,2017-03,3,2017,3/20/17 16:15,69603,1,"LARC-ALL OTH/FRM PRSN/$500 - $24,999",0,LOUGHBOROUGH AVE / MORGANFORD,4, , , , ,38.56594838,-90.27704802,1259
3,2017-03,3,2017,3/20/17 16:20,91113,2,"SIMPLE ASSAULT-ADULT/NO INJURY",4621,CHIPPEWA ST,15, , ,4621,CHIPPEWA,38.59107386,-90.26985564,1260
2,2017-03,3,2017,3/20/17 16:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",4813,PAGE BLVD,54, , ,4813,PAGE,38.65868118,-90.25626975,1261
6,2017-03,3,2017,3/20/17 17:00,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",3946,OLEATHA AVE,15, , ,3946,OLEATHA,38.59355287,-90.25339397,1262
6,2017-03,3,2017,3/20/17 17:00,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1233,BELT AVE,48, , ,1233,BELT,38.66175602,-90.27660769,1263
6,2017-03,3,2017,3/20/17 17:00,142320,6,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6400,MCKISSOCK AVE,79,MERRELL BROS.,BUSINESS OFFICE,6400,MCKISSOCK,38.69060554,-90.21631941,1264
2,2017-03,3,2017,3/20/17 17:00,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",2239,OREGON AVE,24, , ,2239,OREGON,38.6096858,-90.22764961,1265
6,2017-03,3,2017,3/20/17 17:30,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6931,GRAVOIS AVE,6, ,QUINCY STREET BISTRO,6931,GRAVOIS,38.56947365,-90.28618675,1266
2,2017-03,3,2017,3/20/17 17:40,69702,2,"LARCENY-ALL OTHER UNDER $500",25,LAWN PL,40, , ,25,LAWN,38.62806259,-90.26622676,1267
3,2017-03,3,2017,3/20/17 17:48,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",6000,LUCILLE AVE,76, , ,5945,LUCILLE,38.70446834,-90.2546419,1268
2,2017-03,3,2017,3/20/17 19:00,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",4214,CONNECTICUT ST,15, ,HOUSEHOLD,4214,CONNECTICUT,38.60114318,-90.25892653,1269
6,2017-03,3,2017,3/20/17 19:30,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",6434,OAKLAND AVE,42, , ,6434,OAKLAND,38.63136866,-90.29397449,1270
2,2017-03,3,2017,3/20/17 19:34,31111,5,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",1342,MONTCLAIR AVE,78, , ,1342,MONTCLAIR,38.66536867,-90.27754736,1271
6,2017-03,3,2017,3/20/17 19:45,142320,4,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",1463,COCHRAN PL,62,PRESERVATION PLACE, ,1510,COCHRAN,38.64082393,-90.19723174,1272
2,2017-03,3,2017,3/20/17 19:50,69602,4,"LARCENY-ALL OTHER $500 - $24,999",1520,WASHINGTON AVE,36, , ,1520,WASHINGTON,38.6326019,-90.20228711,1273
2,2017-03,3,2017,3/20/17 20:00,69702,3,"LARCENY-ALL OTHER UNDER $500",0,CALIFORNIA AVE / UTAH ST,30, , , , ,38.59596819,-90.22929174,1274
6,2017-03,3,2017,3/20/17 20:00,142320,2,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",4948,FYLER AVE,14, , ,4948,FYLER,38.5997124,-90.27257315,1275
2,2017-03,3,2017,3/20/17 20:00,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5550,NATURAL BRIDGE AVE,50, , ,5550,NATURAL BRIDGE,38.6821283,-90.26560817,1276
3,2017-03,3,2017,3/20/17 20:10,42011,6,"AGG.ASSAULT-KNIFE/CITIZEN ADULT 1ST DEGREE",10800,LOOKAWAY DR,75,NORTH RIVERFRONT PARK,PUBLIC PARK,10800,LOOKAWAY,38.76416044,-90.18464724,1277
3,2017-03,3,2017,3/20/17 20:20,41021,3,"AGG.ASSAULT-FIREARM/CITIZEN CHILD 1ST DEGREE",1205,DOLMAN ST,32, , ,1125,HICKORY,38.61818538,-90.20976158,1278
2,2017-03,3,2017,3/20/17 20:30,67701,5,"LARCENY-FROM BUILDING UNDER $500",4161,DR MARTIN LUTHER KING DR,57, ,@BAR- HARLEM TAP ROOM ALIAS 4160 MLK,4161,DR MARTIN LUTHER KING,38.65393343,-90.23843542,1279
6,2017-03,3,2017,3/20/17 20:30,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",5474,DELMAR BLVD,47, , ,5474,DELMAR,38.65302033,-90.27899746,1280
2,2017-03,3,2017,3/20/17 20:40,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5185,ENRIGHT AVE,51, , ,5185,ENRIGHT,38.65373862,-90.26986223,1281
3,2017-03,3,2017,3/20/17 20:53,91113,6,"SIMPLE ASSAULT-ADULT/NO INJURY",8430,HALL ST,79,CHRISTY S SERVICE STATION, ,8430,HALL,38.71769238,-90.22614001,1282
2,2017-03,3,2017,3/20/17 21:00,72113,6,"AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR",5465,ARLINGTON AVE,71, , ,5465,ARLINGTON,38.69618296,-90.24141407,1283
2,2017-03,3,2017,3/20/17 21:00,65701,4,"LARCENY-MTR VEH PARTS UNDER $500",1114,DESTREHAN ST,65, , ,1114,DESTREHAN,38.65948808,-90.19731672,1284
2,2017-03,3,2017,3/20/17 21:00,69702,4,"LARCENY-ALL OTHER UNDER $500",1600,N 17TH ST,60, , ,1600,17TH,38.64377145,-90.19874695,1285
2,2017-03,3,2017,3/20/17 21:30,71013,3,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",3029,WYOMING ST,30, , , , ,38.59822938,-90.23344086,1286
2,2017-03,3,2017,3/20/17 22:00,71013,2,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",6155,COLUMBIA AVE,11, , ,6165,COLUMBIA,38.61305659,-90.29270919,1287
2,2017-03,3,2017,3/20/17 22:00,64701,5,"LARCENY-FROM MTR VEH UNDER $500",1610,CLARA AVE,50, ,PARKING LOT,1610,CLARA,38.67097559,-90.27456678,1288
2,2017-03,3,2017,3/20/17 22:00,64601,3,"LARCENY-FROM MTR VEH $500 - $24,999",1212,MISSOURI AVE,32, , ,1212,MISSOURI,38.61945299,-90.21719982,1289
2,2017-03,3,2017,3/20/17 22:10,31111,3,"ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL",2920,MIAMI ST,19, , ,2920,MIAMI,38.59042942,-90.23398611,1290
2,2017-03,3,2017,3/20/17 23:15,31421,6,"ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS",6027,W FLORISSANT AVE,73, , ,6025,FLORISSANT,38.70979443,-90.2516028,1291
2,2017-03,3,2017,3/20/17 23:50,36421,3,"ROBBERY-COMMERCE PL/STRNGARM/NO INJ/SUCCESS",1561,S 7TH ST,20, ,SOULARD FARMERS MARKET,2001,MENARD,38.61117236,-90.19892077,1292
8,2017-03,3,2017,3/21/17 0:15,250000,5,"LOITERING-BEGGING",14,MARYLAND PLAZA,38, , ,14,MARYLAND PLAZA,38.64458207,-90.26215916,1293
3,2017-03,3,2017,3/21/17 0:55,41011,6,"AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE",5100,N BROADWAY,64, , , , ,38.67745064,-90.20657852,1294
2,2017-03,3,2017,3/21/17 1:00,71013,5,"AUTO THEFT-PERM RETNT/UNRECOV OVER 48HR",5588,DR MARTIN LUTHER KING DR,78,CROWN SERVICE STATION, , , ,38.66969524,-90.27559635,1295
2,2017-03,3,2017,3/21/17 1:16,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",151,DR MARTIN LUTHER KING DR,35, ,ALIAS DR MARTIN L KING/N 2ND, , ,38.63208108,-90.18582883,1296
2,2017-03,3,2017,3/21/17 1:30,63701,5,"LARCENY-SHOPLIFT UNDER $500",4218,LINDELL BLVD,38,WALGREENS, ,4200,LINDELL,38.64023319,-90.24931737,1297
2,2017-03,3,2017,3/21/17 2:00,65701,6,"LARCENY-MTR VEH PARTS UNDER $500",5636,W FLORISSANT AVE,72, , ,5636,FLORISSANT,38.70165039,-90.24533757,1298
2,2017-03,3,2017,3/21/17 3:00,65601,1,"LARCENY-MTR VEH PARTS $500 - $24,999",4600,NEWPORT AVE,5, , , , ,38.58222213,-90.26085929,1299
6,2017-03,3,2017,3/21/17 3:00,142320,1,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",8407,S BROADWAY,2, , ,8407,BROADWAY,38.54174754,-90.26489181,1300
4,2017-03,3,2017,3/21/17 4:20,83000,1,"ARSON-KNOWINGLY BURNING/SUCCESS",4331,MICHIGAN AVE,17, ,REAR ALLEY,4331,MICHIGAN,38.57760163,-90.23954467,1301
2,2017-03,3,2017,3/21/17 5:45,64701,4,"LARCENY-FROM MTR VEH UNDER $500",3519,N 14TH ST,65, , ,3519,14TH,38.66006292,-90.19874736,1302
2,2017-03,3,2017,3/21/17 6:00,64711,1,"LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT",6137,MICHIGAN AVE,1, ,1ST FL,6137,MICHIGAN,38.55983635,-90.2491877,1303
2,2017-03,3,2017,3/21/17 6:10,69702,2,"LARCENY-ALL OTHER UNDER $500",4444,THOLOZAN AVE,15, , ,4444,THOLOZAN,38.59315018,-90.26727561,1304
2,2017-03,3,2017,3/21/17 6:30,51312,6,"BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED",4703,LABADIE AVE,55, ,1ST FL,4703,LABADIE,38.66880084,-90.24767528,1305
6,2017-03,3,2017,3/21/17 7:59,142320,5,"DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP",2500,N SARAH ST,56, , ,4063,COTTAGE,38.65649,-90.23362464,1306
2,2017-03,3,2017,3/21/17 8:00,51222,5,"BURGLARY-RESIDENCE/NIT/UNLAW ENT/UNOCCUPIED",3339,BELT AVE,50, , ,3339,BELT,38.67973103,-90.26555608,1307
2,2017-03,3,2017,3/21/17 8:30,65701,5,"LARCENY-MTR VEH PARTS UNDER $500",5142,WELLS AVE,51, , ,5142,WELLS,38.66356849,-90.26685034,1308
2,2017-03,3,2017,3/21/17 8:30,51122,1,"BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED",5700,LISETTE AVE,6, , ,5700,LISETTE,38.57567979,-90.29229894,1309
2,2017-03,3,2017,3/21/17 9:05,63701,3,"LARCENY-SHOPLIFT UNDER $500",2014,S 7TH ST,20,DOLLAR TREE, ,2014,7TH,38.60699451,-90.2027135,1310
2,2017-03,3,2017,3/21/17 9:15,67701,3,"LARCENY-FROM BUILDING UNDER $500",3241,GASCONADE ST,16,DUTCHTOWN CARE & REHABILITATION CEN,1ST FLOOR COMPUTER ROOM,3241,GASCONADE,38.58240741,-90.23959168,1311
2,2017-03,3,2017,3/21/17 10:00,69602,6,"LARCENY-ALL OTHER $500 - $24,999",8624,RIVERVIEW BLVD,74, , ,8624,RIVERVIEW,38.7150657,-90.24109511,1312
2,2017-03,3,2017,3/21/17 10:30,67601,5,"LARCENY-FROM BUILDING $500 - $24,999",4217,WASHINGTON AVE,38, ,RESIDENCE,4217,WASHINGTON,38.64631756,-90.24650239,1313
8,2017-03,3,2017,3/21/17 10:35,250000,4,"LOITERING-BEGGING",0,N 13TH ST / LINDEN ST,36, , , , ,38.63306345,-90.19703053,1314
2,2017-03,3,2017,3/21/17 11:00,69602,6,"LARCENY-ALL OTHER $500 - $24,999",4942,LABADIE AVE,55, , ,4942,LABADIE,38.67148799,-90.25360635,1315
2,2017-03,3,2017,3/21/17 11:42,71030,3,"AUTO THEFT-PERM RETNT/JOY RIDE",2038,ANN AVE,23, , ,2038,ANN,38.60838322,-90.21681073,1316
2,2017-03,3,2017,3/21/17 11:45,67601,4,"LARCENY-FROM BUILDING $500 - $24,999",2629,S JEFFERSON AVE,59, ,@LEES CHICKEN - JEFFERSON,919,JEFFERSON,38.60437097,-90.22351383,1317
